Chem_Name,SMI,INCHI,INCHIKEY,NeglogLD50,Source,CF_Bonds
"Glycine, N-ethyl-N-[(heptadecafluorooctyl)sulfonyl]-, potassium salt",CCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C12H8F17NO4S/c1-2-30(3-4(31)32)35(33,34)12(28,29)10(23,24)8(19,20)6(15,16)5(13,14)7(17,18)9(21,22)11(25,26)27/h2-3H2,1H3,(H,31,32)",CKRXVVGETMYFIO-UHFFFAOYSA-N,2.9756374159442016,CATMOS,17
Tridecafluorohexylethyl methacrylate,C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C12H9F13O2/c1-5(2)6(26)27-4-3-7(13,14)8(15,16)9(17,18)10(19,20)11(21,22)12(23,24)25/h1,3-4H2,2H3",CDXFIRXEAJABAZ-UHFFFAOYSA-N,2.140810623891256,CATMOS,13
"1-Nonanol, 2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9-hexadecafluoro-",OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,"InChI=1S/C9H4F16O/c10-2(11)4(14,15)6(18,19)8(22,23)9(24,25)7(20,21)5(16,17)3(12,13)1-26/h2,26H,1H2",MSXVQELLSMPBFD-UHFFFAOYSA-N,1.9921295796631036,CATMOS,16
"1,5-Pentanediol, 2,2,3,3,4,4-hexafluoro-",OCC(F)(F)C(F)(F)C(F)(F)CO,"InChI=1S/C5H6F6O2/c6-3(7,1-12)5(10,11)4(8,9)2-13/h12-13H,1-2H2",IELVMUPSWDZWSD-UHFFFAOYSA-N,2.076098142100244,CATMOS,6
"Benzene, chloropentafluoro-",Fc1c(F)c(F)c(Cl)c(F)c1F,InChI=1S/C6ClF5/c7-1-2(8)4(10)6(12)5(11)3(1)9,KGCDGLXSBHJAHZ-UHFFFAOYSA-N,1.4313830657070403,CATMOS,5
"1-Octanesulfonyl fluoride, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-",O=S(=O)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C8F18O2S/c9-1(10,3(13,14)5(17,18)7(21,22)23)2(11,12)4(15,16)6(19,20)8(24,25)29(26,27)28",BHFJBHMTEDLICO-UHFFFAOYSA-N,2.485961077332244,CATMOS,17
"1,2-Dichloro-4-(trifluoromethyl)benzene",FC(F)(F)c1ccc(Cl)c(Cl)c1,"InChI=1S/C7H3Cl2F3/c8-5-2-1-4(3-6(5)9)7(10,11)12/h1-3H",XILPLWOGHPSJBK-UHFFFAOYSA-N,2.2717426395316305,CATMOS,3
Fluxofenim,FC(F)(F)C(=NOCC1OCCO1)c1ccc(Cl)cc1,"InChI=1S/C12H11ClF3NO3/c13-9-3-1-8(2-4-9)11(12(14,15)16)17-20-7-10-18-5-6-19-10/h1-4,10H,5-7H2",UKSLKNUCVPZQCQ-UHFFFAOYSA-N,2.6654744187814656,CATMOS,3
Flurazole,O=C(OCc1ccccc1)c1sc(Cl)nc1C(F)(F)F,"InChI=1S/C12H7ClF3NO2S/c13-11-17-9(12(14,15)16)8(20-11)10(18)19-6-7-4-2-1-3-5-7/h1-5H,6H2",MKQSWTQPLLCSOB-UHFFFAOYSA-N,1.807622784920639,CATMOS,3
4-(Trifluoromethyl)aniline,Nc1ccc(C(F)(F)F)cc1,"InChI=1S/C7H6F3N/c8-7(9,10)5-1-3-6(11)4-2-5/h1-4H,11H2",ODGIMMLDVSWADK-UHFFFAOYSA-N,3.099955656093788,CATMOS,3
Dichlorodifluoromethane,FC(F)(Cl)Cl,"InChI=1S/CCl2F2/c2-1(3,4)5",PXBRQCKWGAHEHS-UHFFFAOYSA-N,2.0824729966816764,CATMOS,2
"2,4-Difluoroaniline",Nc1ccc(F)cc1F,"InChI=1S/C6H5F2N/c7-4-1-2-6(9)5(8)3-4/h1-3H,9H2",CEPCPXLLFXPZGW-UHFFFAOYSA-N,2.1971426649725627,CATMOS,2
"1,3-dichloro-1,1,2,2,3-pentafluoropropane",FC(Cl)C(F)(F)C(F)(F)Cl,"InChI=1S/C3HCl2F5/c4-1(6)2(7,8)3(5,9)10/h1H",UJIGKESMIPTWJH-UHFFFAOYSA-N,1.4322999725567764,CATMOS,5
"Benzene, 1,5-difluoro-2,4-dinitro-",O=[N+]([O-])c1cc([N+](=O)[O-])c(F)cc1F,InChI=1S/C6H2F2N2O4/c7-3-1-4(8)6(10(13)14)2-5(3)9(11)12/h1-2H,VILFTWLXLYIEMV-UHFFFAOYSA-N,3.610847465411928,CATMOS,2
1-Chloro-4-(trifluoromethyl)benzene,FC(F)(F)c1ccc(Cl)cc1,"InChI=1S/C7H4ClF3/c8-6-3-1-5(2-4-6)7(9,10)11/h1-4H",QULYNCCPRWKEMF-UHFFFAOYSA-N,1.451859322756363,CATMOS,3
"Phenol, 3-[2-chloro-4-(trifluoromethyl)phenoxy]-, acetate",CC(=O)Oc1cccc(Oc2ccc(C(F)(F)F)cc2Cl)c1,"InChI=1S/C15H10ClF3O3/c1-9(20)21-11-3-2-4-12(8-11)22-14-6-5-10(7-13(14)16)15(17,18)19/h2-8H,1H3",KNFRYRRZMRETJX-UHFFFAOYSA-N,2.1214797401613663,CATMOS,3
Fluorodifen,O=[N+]([O-])c1ccc(Oc2ccc(C(F)(F)F)cc2[N+](=O)[O-])cc1,"InChI=1S/C13H7F3N2O5/c14-13(15,16)8-1-6-12(11(7-8)18(21)22)23-10-4-2-9(3-5-10)17(19)20/h1-7H",HHMCAJWVGYGUEF-UHFFFAOYSA-N,1.561898713793037,CATMOS,3
Perflexane,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C6F14/c7-1(8,3(11,12)5(15,16)17)2(9,10)4(13,14)6(18,19)20",ZJIJAJXFLBMLCK-UHFFFAOYSA-N,1.6539042601483442,CATMOS,14
"2,4,6-Trimethyl-2,4,6-tris(3,3,3-trifluoropropyl)cyclotrisiloxane",C[Si]1(CCC(F)(F)F)O[Si](C)(CCC(F)(F)F)O[Si](C)(CCC(F)(F)F)O1,"InChI=1S/C12H21F9O3Si3/c1-25(7-4-10(13,14)15)22-26(2,8-5-11(16,17)18)24-27(3,23-25)9-6-12(19,20)21/h4-9H2,1-3H3",URZHQOCYXDNFGN-UHFFFAOYSA-N,2.1217406304474005,CATMOS,9
Pigment Red 242,O=C(Nc1cc(Cl)c(NC(=O)c2cc3ccccc3c(N=Nc3cc(C(F)(F)F)ccc3Cl)c2O)cc1Cl)c1cc2ccccc2c(N=Nc2cc(C(F)(F)F)ccc2Cl)c1O,"InChI=1S/C42H22Cl4F6N6O4/c43-27-11-9-21(41(47,48)49)15-33(27)55-57-35-23-7-3-1-5-19(23)13-25(37(35)59)39(61)53-31-17-30(46)32(18-29(31)45)54-40(62)26-14-20-6-2-4-8-24(20)36(38(26)60)58-56-34-16-22(42(50,51)52)10-12-28(34)44/h1-18,59-60H,(H,53,61)(H,54,62)",GEVPMCITMSGJKL-UHFFFAOYSA-N,2.529214585355461,CATMOS,6
o-(Trifluoromethyl)aniline,Nc1ccccc1C(F)(F)F,"InChI=1S/C7H6F3N/c8-7(9,10)5-3-1-2-4-6(5)11/h1-4H,11H2",VBLXCTYLWZJBKA-UHFFFAOYSA-N,1.9341643536779185,CATMOS,3
"Morpholine, 2,2,3,3,5,5,6,6-octafluoro-4-(trifluoromethyl)-",FC(F)(F)N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F,"InChI=1S/C5F11NO/c6-1(7)3(10,11)18-4(12,13)2(8,9)17(1)5(14,15)16",PQMAKJUXOOVROI-UHFFFAOYSA-N,1.6797783328339062,CATMOS,11
"Benzene, 1-bromo-2-(trifluoromethyl)-",FC(F)(F)c1ccccc1Br,"InChI=1S/C7H4BrF3/c8-6-4-2-1-3-5(6)7(9,10)11/h1-4H",RWXUNIMBRXGNEP-UHFFFAOYSA-N,1.9176271252508723,CATMOS,3
"2-Propenoic acid, 2-[methyl[(nonafluorobutyl)sulfonyl]amino]ethyl ester",C=CC(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C10H10F9NO4S/c1-3-6(21)24-5-4-20(2)25(22,23)10(18,19)8(13,14)7(11,12)9(15,16)17/h3H,1,4-5H2,2H3",KEMCLRGAIUJRAN-UHFFFAOYSA-N,2.17460687220446,CATMOS,9
CERAPP_38405,CS(=O)(=O)c1nnc(C(F)(F)F)s1,"InChI=1S/C4H3F3N2O2S2/c1-13(10,11)3-9-8-2(12-3)4(5,6)7/h1H3",SQLPTSMJAQPVKR-UHFFFAOYSA-N,2.871722583899209,CATMOS,3
Fluometuron,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,"InChI=1S/C10H11F3N2O/c1-15(2)9(16)14-8-5-3-4-7(6-8)10(11,12)13/h3-6H,1-2H3,(H,14,16)",RZILCCPWPBTYDO-UHFFFAOYSA-N,1.6297939300309543,CATMOS,3
Fluridone,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,"InChI=1S/C19H14F3NO/c1-23-11-16(13-6-3-2-4-7-13)18(24)17(12-23)14-8-5-9-15(10-14)19(20,21)22/h2-12H,1H3",YWBVHLJPRPCRSD-UHFFFAOYSA-N,1.517619425498813,CATMOS,3
"Silane, dichloromethyl(3,3,3-trifluoropropyl)-",C[Si](Cl)(Cl)CCC(F)(F)F,"InChI=1S/C4H7Cl2F3Si/c1-10(5,6)3-2-4(7,8)9/h2-3H2,1H3",OHABWQNEJUUFAV-UHFFFAOYSA-N,2.303683942061657,CATMOS,3
Ethyl trifluoroacetate,CCOC(=O)C(F)(F)F,"InChI=1S/C4H5F3O2/c1-2-9-3(8)4(5,6)7/h2H2,1H3",STSCVKRWJPWALQ-UHFFFAOYSA-N,1.4020123266520028,CATMOS,3
Pentafluorobenzene,Fc1cc(F)c(F)c(F)c1F,InChI=1S/C6HF5/c7-2-1-3(8)5(10)6(11)4(2)9/h1H,WACNXHCZHTVBJM-UHFFFAOYSA-N,1.681406651387072,CATMOS,5
CERAPP_26340,FC(F)(Cl)C(Cl)(Cl)Cl,"InChI=1S/C2Cl4F2/c3-1(4,5)2(6,7)8",SLGOCMATMKJJCE-UHFFFAOYSA-N,1.3092246772002598,CATMOS,2
"Pyridine, 2-methoxy-4-(trifluoromethyl)-",COc1cc(C(F)(F)F)ccn1,"InChI=1S/C7H6F3NO/c1-12-6-4-5(2-3-11-6)7(8,9)10/h2-4H,1H3",BYGXVIBRFSQTPY-UHFFFAOYSA-N,2.0052418145692226,CATMOS,3
"3-Pyridinecarbonitrile, 4-methyl-2,6-bis[(4-methylphenyl)amino]-5-[2-[2-(trifluoromethyl)phenyl]diazenyl]-",Cc1ccc(Nc2nc(Nc3ccc(C)cc3)c(N=Nc3ccccc3C(F)(F)F)c(C)c2C#N)cc1,"InChI=1S/C28H23F3N6/c1-17-8-12-20(13-9-17)33-26-22(16-32)19(3)25(27(35-26)34-21-14-10-18(2)11-15-21)37-36-24-7-5-4-6-23(24)28(29,30)31/h4-15H,1-3H3,(H2,33,34,35)",FOICTPKVVFHDJU-UHFFFAOYSA-N,2.155360332980265,CATMOS,3
Flucythrinate,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,"InChI=1S/C26H23F2NO4/c1-17(2)24(18-11-13-21(14-12-18)32-26(27)28)25(30)33-23(16-29)19-7-6-10-22(15-19)31-20-8-4-3-5-9-20/h3-15,17,23-24,26H,1-2H3",GBIHOLCMZGAKNG-UHFFFAOYSA-N,3.78539621522608,CATMOS,2
Fluazifop-P-butyl,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,"InChI=1S/C19H20F3NO4/c1-3-4-11-25-18(24)13(2)26-15-6-8-16(9-7-15)27-17-10-5-14(12-23-17)19(20,21)22/h5-10,12-13H,3-4,11H2,1-2H3",VAIZTNZGPYBOGF-UHFFFAOYSA-N,2.1503239083048946,CATMOS,3
Fluocinolone acetonide,CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,"InChI=1S/C24H30F2O6/c1-20(2)31-19-9-13-14-8-16(25)15-7-12(28)5-6-21(15,3)23(14,26)17(29)10-22(13,4)24(19,32-20)18(30)11-27/h5-7,13-14,16-17,19,27,29H,8-11H2,1-4H3",FEBLZLNTKCEFIT-UHFFFAOYSA-N,2.053552833574216,CATMOS,2
Fluoroglycofen-ethyl,CCOC(=O)COC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],"InChI=1S/C18H13ClF3NO7/c1-2-28-16(24)9-29-17(25)12-8-11(4-5-14(12)23(26)27)30-15-6-3-10(7-13(15)19)18(20,21)22/h3-8H,2,9H2,1H3",IPPAUTOBDWNELX-UHFFFAOYSA-N,2.480772909176437,CATMOS,3
Flurochloridone,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,"InChI=1S/C12H10Cl2F3NO/c13-5-7-6-18(11(19)10(7)14)9-3-1-2-8(4-9)12(15,16)17/h1-4,7,10H,5-6H2",OQZCSNDVOWYALR-UHFFFAOYSA-N,1.9320259509094544,CATMOS,3
Difluprednate,CCCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,"InChI=1S/C27H34F2O7/c1-5-6-23(34)36-26(22(33)14-35-15(2)30)10-8-17-18-12-20(28)19-11-16(31)7-9-24(19,3)27(18,29)21(32)13-25(17,26)4/h7,9,11,17-18,20-21,32H,5-6,8,10,12-14H2,1-4H3",WYQPLTPSGFELIB-UHFFFAOYSA-N,2.1042804991530515,CATMOS,2
Enflurane,FC(F)OC(F)(F)C(F)Cl,"InChI=1S/C3H2ClF5O/c4-1(5)3(8,9)10-2(6)7/h1-2H",JPGQOUSTVILISH-UHFFFAOYSA-N,1.529578682605032,CATMOS,5
Niflumic acid,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,"InChI=1S/C13H9F3N2O2/c14-13(15,16)8-3-1-4-9(7-8)18-11-10(12(19)20)5-2-6-17-11/h1-7H,(H,17,18)(H,19,20)",JZFPYUNJRRFVQU-UHFFFAOYSA-N,3.0526493177016287,CATMOS,3
Indoxacarb,COC(=O)N(C(=O)N1COC2(C(=O)OC)Cc3cc(Cl)ccc3C2=N1)c1ccc(OC(F)(F)F)cc1,"InChI=1S/C22H17ClF3N3O7/c1-33-18(30)21-10-12-9-13(23)3-8-16(12)17(21)27-28(11-35-21)19(31)29(20(32)34-2)14-4-6-15(7-5-14)36-22(24,25)26/h3-9H,10-11H2,1-2H3",VBCVPMMZEGZULK-UHFFFAOYSA-N,2.81027941889132,CATMOS,3
Fomesafen-sodium,CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],"InChI=1S/C15H10ClF3N2O6S/c1-28(25,26)20-14(22)10-7-9(3-4-12(10)21(23)24)27-13-5-2-8(6-11(13)16)15(17,18)19/h2-7H,1H3,(H,20,22)",BGZZWXTVIYUUEY-UHFFFAOYSA-N,2.4661426974567484,CATMOS,3
Fenfluthrin,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1c(F)c(F)c(F)c(F)c1F,"InChI=1S/C15H11Cl2F5O2/c1-15(2)6(3-7(16)17)8(15)14(23)24-4-5-9(18)11(20)13(22)12(21)10(5)19/h3,6,8H,4H2,1-2H3",YATDSXRLIUJOQN-UHFFFAOYSA-N,3.660694761033833,CATMOS,5
Flufenoxuron,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F,"InChI=1S/C21H11ClF6N2O3/c22-12-8-10(21(26,27)28)4-7-17(12)33-11-5-6-16(15(25)9-11)29-20(32)30-19(31)18-13(23)2-1-3-14(18)24/h1-9H,(H2,29,30,31,32)",RYLHNOVXKPXDIP-UHFFFAOYSA-N,2.001130810191758,CATMOS,6
Lomerizine dihydrochloride,COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC,"InChI=1S/C27H30F2N2O3/c1-32-24-13-8-21(26(33-2)27(24)34-3)18-30-14-16-31(17-15-30)25(19-4-9-22(28)10-5-19)20-6-11-23(29)12-7-20/h4-13,25H,14-18H2,1-3H3",JQSAYKKFZOSZGJ-UHFFFAOYSA-N,3.183612005360131,CATMOS,2
Mefloquine hydrochloride,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,"InChI=1S/C17H16F6N2O/c18-16(19,20)11-5-3-4-9-10(15(26)12-6-1-2-7-24-12)8-13(17(21,22)23)25-14(9)11/h3-5,8,12,15,24,26H,1-2,6-7H2",XEEQGYMUWCZPDN-UHFFFAOYSA-N,2.63337203701138,CATMOS,6
Flufenacet,CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1,"InChI=1S/C14H13F4N3O2S/c1-8(2)21(10-5-3-9(15)4-6-10)11(22)7-23-13-20-19-12(24-13)14(16,17)18/h3-6,8H,7H2,1-2H3",IANUJLZYFUDJIH-UHFFFAOYSA-N,2.4585613567453337,CATMOS,4
Fenazaflor,O=C(Oc1ccccc1)n1c(C(F)(F)F)nc2cc(Cl)c(Cl)cc21,"InChI=1S/C15H7Cl2F3N2O2/c16-9-6-11-12(7-10(9)17)22(13(21-11)15(18,19)20)14(23)24-8-4-2-1-3-5-8/h1-7H",ISVQSVPUDBVFFU-UHFFFAOYSA-N,3.193974028484204,CATMOS,3
Pyrasulfotole,Cc1nn(C)c(O)c1C(O)c1ccc(C(F)(F)F)cc1S(C)(=O)=O,"InChI=1S/C14H15F3N2O4S/c1-7-11(13(21)19(2)18-7)12(20)9-5-4-8(14(15,16)17)6-10(9)24(3,22)23/h4-6,12,20-21H,1-3H3",AJEGVIFUBLHTHY-UHFFFAOYSA-N,2.12202222357732,CATMOS,3
Profluralin,CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],"InChI=1S/C14H16F3N3O4/c1-2-5-18(8-9-3-4-9)13-11(19(21)22)6-10(14(15,16)17)7-12(13)20(23)24/h6-7,9H,2-5,8H2,1H3",ITVQAKZNYJEWKS-UHFFFAOYSA-N,2.14677002322072,CATMOS,3
Etofenamate,O=C(OCCOCCO)c1ccccc1Nc1cccc(C(F)(F)F)c1,"InChI=1S/C18H18F3NO4/c19-18(20,21)13-4-3-5-14(12-13)22-16-7-2-1-6-15(16)17(24)26-11-10-25-9-8-23/h1-7,12,22-23H,8-11H2",XILVEPYQJIOVNB-UHFFFAOYSA-N,3.102042317536202,CATMOS,3
Isoflurane,FC(F)OC(Cl)C(F)(F)F,"InChI=1S/C3H2ClF5O/c4-1(3(7,8)9)10-2(5)6/h1-2H",PIWKPBJCKXDKJR-UHFFFAOYSA-N,1.5874568058415606,CATMOS,5
"N-Nitroso(2,2,2-trifluoroethyl) ethylamine",CCN(CC(F)(F)F)N=O,"InChI=1S/C4H7F3N2O/c1-2-9(8-10)3-4(5,6)7/h2-3H2,1H3",FCYWOYUDCUKTJC-UHFFFAOYSA-N,2.211151144675076,CATMOS,3
Benfluralin,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],"InChI=1S/C13H16F3N3O4/c1-3-5-6-17(4-2)12-10(18(20)21)7-9(13(14,15)16)8-11(12)19(22)23/h7-8H,3-6H2,1-2H3",SMDHCQAYESWHAE-UHFFFAOYSA-N,1.5254102384556294,CATMOS,3
Flurprimidol,CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1,"InChI=1S/C15H15F3N2O2/c1-10(2)14(21,12-7-19-9-20-8-12)11-3-5-13(6-4-11)22-15(16,17)18/h3-10,21H,1-2H3",VEVZCONIUDBCDC-UHFFFAOYSA-N,2.643913233175666,CATMOS,3
Flusilazole,C[Si](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1,"InChI=1S/C16H15F2N3Si/c1-22(12-21-11-19-10-20-21,15-6-2-13(17)3-7-15)16-8-4-14(18)5-9-16/h2-11H,12H2,1H3",FQKUGOMFVDPBIZ-UHFFFAOYSA-N,2.3093699983272185,CATMOS,2
Hexaflumuron,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1,"InChI=1S/C16H8Cl2F6N2O3/c17-7-4-6(5-8(18)12(7)29-16(23,24)14(21)22)25-15(28)26-13(27)11-9(19)2-1-3-10(11)20/h1-5,14H,(H2,25,26,27,28)",RGNPBRKPHBKNKX-UHFFFAOYSA-N,1.788776240736422,CATMOS,6
Nilutamide,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,"InChI=1S/C12H10F3N3O4/c1-11(2)9(19)17(10(20)16-11)6-3-4-8(18(21)22)7(5-6)12(13,14)15/h3-5H,1-2H3,(H,16,20)",XWXYUMMDTVBTOU-UHFFFAOYSA-N,3.2113300565988143,CATMOS,3
Flazasulfuron,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(F)(F)F)n1,"InChI=1S/C13H12F3N5O5S/c1-25-8-6-9(26-2)19-11(18-8)20-12(22)21-27(23,24)10-7(13(14,15)16)4-3-5-17-10/h3-6H,1-2H3,(H2,18,19,20,21,22)",HWATZEJQIXKWQS-UHFFFAOYSA-N,1.7348851338159677,CATMOS,3
PFOSA,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C8H2F17NO2S/c9-1(10,3(13,14)5(17,18)7(21,22)23)2(11,12)4(15,16)6(19,20)8(24,25)29(26,27)28/h(H2,26,27,28)",RRRXPPIDPYTNJG-UHFFFAOYSA-N,3.462695667941154,CATMOS,17
Acrinathrin,CC1(C)C(C=CC(=O)OC(C(F)(F)F)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,"InChI=1S/C26H21F6NO5/c1-24(2)18(11-12-20(34)38-23(25(27,28)29)26(30,31)32)21(24)22(35)37-19(14-33)15-7-6-10-17(13-15)36-16-8-4-3-5-9-16/h3-13,18-19,21,23H,1-2H3",YLFSVIMMRPNPFK-UHFFFAOYSA-N,1.8584922820596808,CATMOS,6
Riluzole,Nc1nc2ccc(OC(F)(F)F)cc2s1,"InChI=1S/C8H5F3N2OS/c9-8(10,11)14-4-1-2-5-6(3-4)15-7(12)13-5/h1-3H,(H2,12,13)",FTALBRSUTCGOEG-UHFFFAOYSA-N,3.716378085693943,CATMOS,3
Talniflumate,O=C1OC(OC(=O)c2cccnc2Nc2cccc(C(F)(F)F)c2)c2ccccc21,"InChI=1S/C21H13F3N2O4/c22-21(23,24)12-5-3-6-13(11-12)26-17-16(9-4-10-25-17)19(28)30-20-15-8-2-1-7-14(15)18(27)29-20/h1-11,20H,(H,25,26)",ANMLJLFWUCQGKZ-UHFFFAOYSA-N,1.6173123862715926,CATMOS,3
Mabuterol hydrochloride,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(C(F)(F)F)c1,"InChI=1S/C13H18ClF3N2O/c1-12(2,3)19-6-10(20)7-4-8(13(15,16)17)11(18)9(14)5-7/h4-5,10,19-20H,6,18H2,1-3H3",JSJCTEKTBOKRST-UHFFFAOYSA-N,3.006685518105683,CATMOS,3
Penflutizide,CCCCCC1Nc2cc(C(F)(F)F)c(S(N)(=O)=O)cc2S(=O)(=O)N1,"InChI=1S/C13H18F3N3O4S2/c1-2-3-4-5-12-18-9-6-8(13(14,15)16)10(24(17,20)21)7-11(9)25(22,23)19-12/h6-7,12,18-19H,2-5H2,1H3,(H2,17,20,21)",AKHXXQAIVSMYIS-UHFFFAOYSA-N,1.603568561874834,CATMOS,3
Halothane,FC(F)(F)C(Cl)Br,"InChI=1S/C2HBrClF3/c3-1(4)2(5,6)7/h1H",BCQZXOMGPXTTIC-UHFFFAOYSA-N,1.54095700921685,CATMOS,3
Flumetsulam,Cc1ccn2nc(S(=O)(=O)Nc3c(F)cccc3F)nc2n1,"InChI=1S/C12H9F2N5O2S/c1-7-5-6-19-11(15-7)16-12(17-19)22(20,21)18-10-8(13)3-2-4-9(10)14/h2-6,18H,1H3",RXCPQSJAVKGONC-UHFFFAOYSA-N,1.7163345643790504,CATMOS,2
Fipronil,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S+]([O-])C(F)(F)F,"InChI=1S/C12H4Cl2F6N4OS/c13-5-1-4(11(15,16)17)2-6(14)8(5)24-10(22)9(7(3-21)23-24)26(25)12(18,19)20/h1-2H,22H2",ZOCSXAVNDGMNBV-UHFFFAOYSA-N,3.651627853957081,CATMOS,6
Metofluthrin,CC=CC1C(C(=O)OCc2c(F)c(F)c(COC)c(F)c2F)C1(C)C,"InChI=1S/C18H20F4O3/c1-5-6-11-12(18(11,2)3)17(23)25-8-10-15(21)13(19)9(7-24-4)14(20)16(10)22/h5-6,11-12H,7-8H2,1-4H3",KVIZNNVXXNFLMU-UHFFFAOYSA-N,2.0126528664246246,CATMOS,4
Diflufenican,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,"InChI=1S/C19H11F5N2O2/c20-12-6-7-16(15(21)10-12)26-17(27)14-5-2-8-25-18(14)28-13-4-1-3-11(9-13)19(22,23)24/h1-10H,(H,26,27)",WYEHFWKAOXOVJD-UHFFFAOYSA-N,1.9802964520030888,CATMOS,5
Tetrafluron,CN(C)C(=O)Nc1cccc(OC(F)(F)C(F)F)c1,"InChI=1S/C11H12F4N2O2/c1-17(2)10(18)16-7-4-3-5-8(6-7)19-11(14,15)9(12)13/h3-6,9H,1-2H3,(H,16,18)",FCAKZZMVXCLLHM-UHFFFAOYSA-N,2.345410153055244,CATMOS,4
Trifluridine,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,"InChI=1S/C10H11F3N2O5/c11-10(12,13)4-2-15(9(19)14-8(4)18)7-1-5(17)6(3-16)20-7/h2,5-7,16-17H,1,3H2,(H,14,18,19)",VSQQQLOSPVPRAZ-UHFFFAOYSA-N,1.8301124098990127,CATMOS,3
Flubendiamide,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(I)c1C(=O)NC(C)(C)CS(C)(=O)=O,"InChI=1S/C23H22F7IN2O4S/c1-12-10-13(21(24,22(25,26)27)23(28,29)30)8-9-16(12)32-18(34)14-6-5-7-15(31)17(14)19(35)33-20(2,3)11-38(4,36)37/h5-10H,11H2,1-4H3,(H,32,34)(H,33,35)",ZGNITFSDLCMLGI-UHFFFAOYSA-N,2.2899684281130903,CATMOS,7
Lanperisone hydrochloride,CC(CN1CCCC1)C(=O)c1ccc(C(F)(F)F)cc1,"InChI=1S/C15H18F3NO/c1-11(10-19-8-2-3-9-19)14(20)12-4-6-13(7-5-12)15(16,17)18/h4-7,11H,2-3,8-10H2,1H3",RYZCWZZJFAKYHX-UHFFFAOYSA-N,2.7351561681764185,CATMOS,3
